,,,,,,,,,,,,,
45,1513,90,7.5,0,-35,-14.5,20,680,165,-20,0,-33,-28.5
6,1509,90.5,-31.5,0,-39,-32.1,10,680,165,-30,-30,-10,-26
39,1490,91,1.5,0,33,17.1,58,586,165,18,0,48,34.8
77,1456,91.5,39.5,39.5,38,38.75,69,609,165,29,29,11,25.8
74,1472,92,36.5,76,-3,20.7,66,598,165,26,55,-3,19.6
73,2550,92.5,35.5,111.5,-1,24.85,24,618,165,-16,0,-42,-30.6
53,1452,93,15.5,127,-20,8.9,5,567,165,-35,-35,-19,-34
26,1448,93.5,-11.5,0,-27,-18.1,25,597,165,-15,-50,20,-4
46,2550,94,8.5,0,20,13.4,66,562,165,26,0,41,36.1
75,2550,94.5,37.5,37.5,29,33.25,64,562,165,24,24,-2,15.8
74,2550,95,36.5,74,-1,21.5,51,555,165,11,35,-13,3.6
72,2550,95.5,34.5,108.5,-2,23.65,28,565,165,-12,0,-23,-18.7
72,2550,96,34.5,143,0,28.1,23,559,165,-17,-17,-5,-14.4
71,2550,96.5,33.5,176.5,-1,30.55,42,603,165,2,0,19,10.7
60,1777,97,22.5,199,-11,23.4,61,618,165,21,21,19,24.2
33,1748,97.5,-4.5,0,-27,-15.3,47,483,165,7,0,-14,-2.8
28,1734,98,-9.5,0,-5,-6.3,8,515,165,-32,0,-39,-38.7
76,2550,98.5,38.5,0,48,39.4,13,525,165,-27,-27,5,-16.4
75,2550,99,37.5,37.5,-1,18.25,55,525,165,15,0,42,30
79,2550,99.5,41.5,79,4,26.5,69,456,165,29,29,14,27.3
43,2550,100,5.5,0,-36,-15.8,37,456,165,-3,0,-32,-17.8
29,2550,100.5,-8.5,0,-14,-10.4,6,420,165,-34,-34,-31,-39.3
75,2550,101,37.5,0,46,38,23,460,165,-17,-51,17,-6.8
78,2550,101.5,40.5,40.5,3,21.75,70,437,165,30,0,47,41.5
77,2550,102,39.5,80,-1,23.3,75,397,165,35,35,5,27
69,2550,102.5,31.5,111.5,-8,19.75,62,397,165,22,57,-13,12.4
53,2550,103,15.5,127,-16,10.9,23,357,165,-17,0,-39,-29.7
48,2550,103.5,10.5,137.5,-5,15.45,6,357,165,-34,-34,-17,-32.3
58,2550,104,20.5,158,10,29,40,403,165,0,0,34,17
58,2214,104.5,20.5,178.5,0,26.05,69,340,165,29,29,29,34.8
24,2550,105,-13.5,0,-34,-22.4,54,326,90,14,43,-15,5.2
14,2550,105.5,-23.5,-23.5,-10,-16.75,6,334,94.5,-34,0,-48,-44.4
80,2550,106,42.5,0,66,50,6,326,90,-34,-34,0,-23.8
79,2550,106.5,41.5,41.5,-1,20.25,11,340,94.5,-29,-63,5,-21.2
83,2550,107,45.5,87,4,28.9,72,429,99.225,32,0,61,49.7
70,2550,107.5,32.5,119.5,-13,18.45,75,1495,104.18625,35,35,3,26
80,2550,108,42.5,162,10,38.2,72,2550,109.3955625,32,67,-3,24.4
81,2102,108.5,43.5,205.5,1,38.45,54,410,114.8653406,14,81,-18,7.5
66,2550,109,28.5,234,-15,27.3,43,321,90,3,0,-11,-3.7
9,2550,109.5,-28.5,0,-57,-39.9,57,372,94.5,17,17,14,18.9
6,2550,110,-31.5,-31.5,-3,-17.25,67,376,99.225,27,44,10,25.6
72,2550,110.5,34.5,0,66,46.8,66,376,104.18625,26,70,-1,22.1
78,2550,111,40.5,40.5,6,23.25,65,372,109.3955625,25,95,-1,24
26,2550,111.5,-11.5,0,-52,-30.6,64,2550,114.8653406,24,119,-1,25.8
5,2550,112,-32.5,-32.5,-21,-26.75,60,2550,90,20,139,-4,23.9
70,2550,112.5,32.5,0,65,45.5,47,376,90,7,0,-13,-2.3
81,2550,113,43.5,43.5,11,27.25,44,348,94.5,4,0,-3,0.9
23,2550,113.5,-14.5,0,-58,-34.8,66,380,99.225,26,26,22,29.2
6,2550,114,-31.5,-31.5,-17,-24.25,75,399,104.18625,35,61,9,31.6
60,2550,114.5,22.5,0,54,36,37,384,109.3955625,-3,0,-38,-20.8
70,2550,115,32.5,32.5,10,21.25,6,338,114.8653406,-34,-34,-31,-39.3
49,2550,115.5,11.5,44,-21,-1.5,59,416,120.6086077,19,0,53,37.9
14,2550,116,-23.5,0,-35,-26.9,75,1648,126.639038,35,35,16,32.5
19,2550,116.5,-18.5,-18.5,5,-6.75,74,2550,132.9709899,34,69,-1,26.8
62,2550,117,24.5,0,43,31.3,74,2550,139.6195394,34,103,0,30.7
67,2550,117.5,29.5,29.5,5,17.25,74,2550,90,34,137,0,34.1
8,2550,118,-29.5,0,-59,-41.3,80,2550,90,40,177,6,44.7
6,2550,118.5,-31.5,-31.5,-2,-16.75,81,2550,90,41,218,1,46.9
54,2550,119,16.5,0,48,30.6,79,403,90,39,257,-2,48.1
79,2550,119.5,41.5,41.5,25,33.25,17,456,90,-23,0,-62,-44.8
29,2550,120,-8.5,0,-50,-28.4,5,380,94.5,-35,-35,-12,-30.5
5,2550,120.5,-32.5,-32.5,-24,-28.25,5,399,99.225,-35,-70,0,-28
29,2550,121,-8.5,0,24,8.6,40,401,104.18625,0,0,35,17.5
70,2550,121.5,32.5,0,41,33.5,72,408,109.3955625,32,32,32,38.4
42,2550,122,4.5,0,-28,-12.2,74,425,114.8653406,34,66,2,28
5,2550,122.5,-32.5,0,-37,-31.5,80,366,120.6086077,40,106,6,37.6
23,2550,123,-14.5,-14.5,18,1.75,77,365,90,37,143,-3,35
75,2550,123.5,37.5,0,52,41,30,384,90,-10,0,-47,-29.5
75,2550,124,37.5,37.5,0,18.75,5,401,94.5,-35,-35,-25,-37
9,2550,124.5,-28.5,0,-66,-44.4,21,384,99.225,-19,-54,16,-8.8
10,2550,125,-27.5,-27.5,1,-13.25,72,392,104.18625,32,0,51,44.7
75,2550,125.5,37.5,0,65,47.5,74,401,109.3955625,34,34,2,24.8
70,2550,126,32.5,32.5,-5,13.75,74,410,114.8653406,34,68,0,27.2
4,2550,126.5,-33.5,0,-66,-46.4,54,420,120.6086077,14,82,-20,6.6
5,2550,127,-32.5,-32.5,1,-15.75,7,448,126.639038,-33,0,-47,-43.3
29,2550,127.5,-8.5,0,24,8.6,5,447,132.9709899,-35,-35,-2,-25.5
37,2550,128,-0.5,0,8,3.8,57,399,139.6195394,17,0,52,36.2
22,2550,128.5,-15.5,-15.5,-15,-15.25,63,399,146.6005164,23,23,6,19.1
33,2550,129,-4.5,0,11,3.7,38,456,153.9305422,-2,0,-25,-13.7
65,2550,129.5,27.5,0,32,27,11,403,161.6270693,-29,-29,-27,-33.8
60,2550,130,22.5,22.5,-5,8.75,11,418,165,-29,-58,0,-23.2
17,2550,130,-20.5,0,-43,-29.7,60,393,165,20,0,49,36.5
6,2550,130,-31.5,-31.5,-11,-21.25,71,412,165,31,31,11,27.2
49,2550,130,11.5,0,43,26.1,73,408,165,33,64,2,27.2
73,2550,130,35.5,35.5,24,29.75,48,355,165,8,0,-25,-7.7
27,2550,130,-10.5,0,-46,-27.2,5,336,165,-35,0,-43,-42.5
6,2550,130,-31.5,-31.5,-21,-26.25,5,328,90,-35,-35,0,-24.5
52,331,80,14.5,0,46,28.8,40,321,90,0,0,35,17.5
80,326,80,42.5,42.5,28,35.25,58,321,90,18,18,18,21.6
11,2550,80.5,-26.5,0,-69,-45.1,43,355,94.5,3,0,-15,-5.7
5,2550,81,-32.5,-32.5,-6,-19.25,18,321,90,-22,0,-25,-25.7
64,2550,81.5,26.5,0,59,40.1,25,321,90,-15,-15,7,-7
70,1627,82,32.5,32.5,6,19.25,64,321,90,24,0,39,33.9
17,2550,82.5,-20.5,0,-53,-34.7,70,338,94.5,30,30,6,24
5,2550,83,-32.5,-32.5,-12,-22.25,34,321,90,-6,0,-36,-21.6
49,1611,83.5,11.5,0,44,26.6,19,321,90,-21,-21,-15,-22.2
73,1549,84,35.5,35.5,24,29.75,30,326,90,-10,-31,11,-3.6
28,2550,84.5,-9.5,0,-45,-26.3,67,321,90,27,0,37,34.7
6,2550,85,-31.5,-31.5,-22,-26.75,66,326,90,26,26,-1,17.7
19,1919,85.5,-18.5,-50,13,-5.9,41,326,90,1,0,-25,-11.9
60,2550,86,22.5,0,41,29.5,14,338,94.5,-26,0,-27,-29.1
67,1455,86.5,29.5,29.5,7,18.25,25,321,90,-15,-15,11,-5
8,2550,87,-29.5,0,-59,-41.3,68,347,94.5,28,0,43,38.3
5,2550,87.5,-32.5,-32.5,-3,-17.75,67,326,90,27,27,-1,18.4
67,1387,88,29.5,0,62,42.8,50,321,90,10,37,-17,1.2
76,1361,88.5,38.5,38.5,9,23.75,22,321,90,-18,0,-28,-24.8
24,2550,89,-13.5,0,-52,-31.4,15,326,90,-25,-25,-7,-21
24,2550,89.5,-13.5,-13.5,0,-6.75,49,347,94.5,9,0,34,22.4
14,1349,90,-23.5,-37,-10,-18.1,67,326,90,27,27,18,27.9
40,1309,90.5,2.5,0,26,14,41,321,90,1,0,-26,-12.4
78,1191,91,40.5,40.5,38,39.25,13,321,90,-27,0,-28,-30.2
60,1372,91.5,22.5,63,-18,6.3,9,321,90,-31,-31,-4,-23.7
11,2550,92,-26.5,0,-49,-35.1,54,326,90,14,0,45,30.9
52,2550,92.5,14.5,0,41,26.3,64,338,94.5,24,24,10,21.8
80,2550,93,42.5,42.5,28,35.25,38,321,90,-2,0,-26,-14.2
82,2396,93.5,44.5,87,2,27.5,8,340,94.5,-32,-32,-30,-37.4
81,2550,94,43.5,130.5,-1,29.95,19,340,99.225,-21,-53,11,-12.4
78,1809,94.5,40.5,171,-3,31.8,60,326,90,20,0,41,32.5
39,1825,95,1.5,0,-39,-18.9,72,321,90,32,32,12,28.4
9,1813,95.5,-28.5,0,-30,-26.4,74,340,94.5,34,66,2,28
78,1646,96,40.5,0,69,50.7,60,326,90,20,86,-14,13.6
80,1619,96.5,42.5,42.5,2,22.25,8,326,90,-32,0,-52,-45.2
79,1642,97,41.5,84,-1,24.5,5,321,90,-35,-35,-3,-26
78,1627,97.5,40.5,124.5,-1,28.15,6,324,90,-34,-69,1,-26.8
71,1736,98,33.5,158,-7,25.7,50,326,90,10,0,44,28
26,2550,98.5,-11.5,0,-45,-27.1,67,324,90,27,27,17,27.4
33,1611,99,-4.5,0,7,1.7,57,328,90,17,44,-10,9.6
79,2550,99.5,41.5,0,46,39.6,25,334,94.5,-15,0,-32,-25
77,2550,100,39.5,39.5,-2,18.75,7,380,99.225,-33,-33,-18,-32.1
37,1579,100.5,-0.5,0,-40,-20.2,28,329,90,-12,-45,21,-1.2
26,2550,101,-11.5,-11.5,-11,-11.25,68,357,94.5,28,0,40,36.8
75,2550,101.5,37.5,0,49,39.5,66,412,99.225,26,26,-2,17.2
74,1511,102,36.5,36.5,-1,17.75,46,385,104.18625,6,0,-20,-6.4
76,1491,102.5,38.5,75,2,23.9,13,345,109.3955625,-27,0,-33,-32.7
73,2550,103,35.5,110.5,-3,23.75,17,349,114.8653406,-23,-23,4,-14.1
58,2550,103.5,20.5,131,-15,13.8,63,376,120.6086077,23,0,46,36.8
40,2550,104,2.5,0,-18,-8,72,410,126.639038,32,32,9,26.9
59,2550,104.5,21.5,21.5,19,20.25,61,429,132.9709899,21,53,-11,12.4
75,2550,105,37.5,59,16,28.9,21,329,90,-19,0,-40,-31.4
73,2550,105.5,35.5,94.5,-2,22.65,6,330,90,-34,-34,-15,-31.3
66,945,106,28.5,123,-7,20.2,6,336,94.5,-34,-68,0,-27.2
55,921,106.5,17.5,140.5,-11,15.55,72,336,99.225,32,0,66,52.2
53,903,107,15.5,156,-2,20.8,74,917,104.18625,34,34,2,24.8
63,885,107.5,25.5,181.5,10,33.35,75,1297,109.3955625,35,69,1,28.4
45,869,108,7.5,0,-18,-6,77,1295,114.8653406,37,106,2,33.8
13,849,108.5,-24.5,0,-32,-25.8,81,1912,90,41,147,4,41.3
63,835,109,25.5,0,50,35.2,80,1718,90,40,187,-1,42.2
74,825,109.5,36.5,36.5,11,23.75,48,1875,90,8,0,-32,-11.2
74,802,110,36.5,73,0,21.9,5,1875,94.5,-35,0,-43,-42.5
70,784,110.5,32.5,105.5,-4,21.55,10,397,99.225,-30,-30,5,-18.5
55,766,111,17.5,123,-15,11.8,75,420,104.18625,35,0,65,53.5
22,756,111.5,-15.5,0,-33,-22.7,77,2550,109.3955625,37,37,2,26.9
22,742,112,-15.5,-15.5,0,-7.75,86,2550,114.8653406,46,83,9,40.4
65,728,112.5,27.5,0,43,32.5,76,2550,120.6086077,36,119,-10,28.5
52,705,113,14.5,14.5,-13,0.75,80,2550,90,40,159,4,41.9
6,687,113.5,-31.5,0,-46,-35.6,74,411,90,34,193,-6,36.7
9,670,114,-28.5,-28.5,3,-12.75,73,406,90,33,226,-1,41.9
80,654,114.5,42.5,0,71,52.5,13,385,90,-27,0,-60,-46.2
76,634,115,38.5,38.5,-4,17.25,5,364,94.5,-35,-35,-8,-28.5
33,624,115.5,-4.5,0,-43,-23.3,26,384,99.225,-14,-49,21,-2.8
12,599,90,-25.5,-25.5,-21,-23.25,69,401,104.18625,29,0,43,38.9
52,581,90,14.5,0,40,25.8,69,401,109.3955625,29,29,0,20.3
67,573,90,29.5,29.5,15,22.25,66,1520,114.8653406,26,55,-3,19.6
43,554,90,5.5,0,-24,-9.8,65,2550,120.6086077,25,80,-1,22.5
5,551,90,-32.5,0,-38,-32,57,392,126.639038,17,97,-8,15.9
18,538,89,-19.5,-19.5,13,-3.25,47,383,132.9709899,7,0,-10,-0.8
67,519,88,29.5,0,49,36.3,55,350,139.6195394,15,15,8,14.5
67,506,87,29.5,29.5,0,14.75,68,376,146.6005164,28,43,13,27.6
11,491,80,-26.5,0,-56,-38.6,69,334,153.9305422,29,72,1,25.1
6,483,80,-31.5,-31.5,-5,-18.25,72,326,90,32,104,3,31.1
75,464,80,37.5,0,69,49.5,76,326,90,36,140,4,37.6
79,456,80,41.5,41.5,4,22.75,70,328,90,30,170,-6,32
15,443,80,-22.5,0,-64,-41,67,326,90,27,197,-3,34.4
5,433,80,-32.5,-32.5,-10,-21.25,63,321,90,23,220,-4,33.8
39,420,80,1.5,0,34,17.6,29,321,90,-11,0,-34,-23.6
69,412,80,1.5,0,34,17.6,5,302,90,-35,-35,-24,-36.5
45,392,80,1.5,0,34,17.6,13,326,90,-27,-62,8,-18.4
35,397,80,1.5,0,34,17.6,61,326,90,21,0,48,36.6
36,397,80,1.5,0,34,17.6,68,259,90,28,28,7,23.1
36,397,80,1.5,0,34,17.6,57,204,90,17,45,-11,9.2
36,397,80,1.5,0,34,17.6,21,199,90,-19,0,-36,-29.4
36,397,80,1.5,0,34,17.6,10,195,90,-30,-30,-11,-26.5
36,397,80,-1.5,0,-3,-2.1,5,227,90,-35,-65,-5,-30
35,397,80,-2.5,0,-1,-1.5,4,217,90,-36,-101,-1,-32.2
26,380,80,-11.5,-11.5,-9,-10.25,4,217,90,-36,-137,0,-35.3
5,372,80,-32.5,-44,-21,-27.9,4,251,90,-36,-173,0,-38.9
5,362,80,-32.5,-76.5,0,-20.65,4,229,90,-36,-209,0,-42.5
5,348,80,-32.5,-109,0,-23.9,8,220,90,-32,-241,4,-41.3
6,338,80,-31.5,-140.5,1,-26.15,7,321,90,-33,-274,-1,-47.7
5,328,80,-32.5,-32.5,-1,-16.75,5,321,90,-35,-309,-2,-52.9
6,321,80,-31.5,-64,1,-18.5,5,255,90,-35,-344,0,-55.4
6,321,80,-31.5,-95.5,0,-22.15,5,326,90,-35,-379,0,-58.9
5,320,80,-32.5,-128,-1,-26.3,5,326,90,-35,-414,0,-62.4
4,304,80,-33.5,-161.5,-1,-30.05,4,2550,90,-36,-450,-1,-67.1
6,320,80,-31.5,-193,2,-30.9,4,326,90,-36,-486,0,-70.2
5,326,80,-32.5,-225.5,-1,-36.05,5,349,90,-35,-521,1,-72.6
14,326,80,-23.5,-249,9,-29.8,4,376,90,-36,-557,-1,-77.8
11,326,80,-26.5,-26.5,-3,-14.75,7,2550,90,-33,-590,3,-77.3
5,1957,80,-32.5,-59,-6,-21.9,5,2550,90,-35,-625,-2,-84.5
6,2550,80,-31.5,-90.5,1,-21.15,5,326,90,-35,-660,0,-87
6,2550,80,-31.5,-122,0,-24.8,6,2550,90,-34,-694,1,-89.3
6,2550,80,-31.5,-153.5,0,-27.95,6,2550,90,-34,-728,0,-93.2
16,2550,80,-21.5,-175,10,-21.1,6,2550,90,-34,-762,0,-96.6
5,2388,80,-32.5,-207.5,-11,-39.25,6,835,90,-34,-796,0,-100
6,2378,80,-31.5,-239,1,-36,6,2550,90,-34,-830,0,-103.4
6,2365,80,-31.5,-270.5,0,-39.65,5,2550,90,-35,-865,-1,-108
6,2550,80,-31.5,-302,0,-42.8,5,2550,90,-35,-900,0,-111
6,2550,80,-31.5,-333.5,0,-45.95,13,2550,90,-27,-927,8,-104.9
6,2550,80,-31.5,-365,0,-49.1,73,2550,94.5,33,0,60,49.8
5,2550,80,-32.5,-397.5,-1,-53.25,75,2550,99.225,35,35,2,25.5
6,2550,80,-31.5,-429,1,-55,75,2550,104.18625,35,70,0,28
5,2550,80,-32.5,-461.5,-1,-59.65,78,2550,109.3955625,38,108,3,35.1
6,2550,80,-31.5,-493,1,-61.4,77,1255,90,37,145,-1,36.2
29,2550,80,-8.5,0,23,8.1,77,2550,90,37,182,0,40.4
73,2550,80.5,35.5,0,44,36.2,77,326,90,37,219,0,44.1
74,2550,81,36.5,36.5,1,18.75,75,229,90,35,254,-2,45.4
78,2550,81.5,40.5,77,4,25.9,71,324,90,31,285,-4,45.1
79,2550,82,41.5,118.5,1,28.95,77,326,90,37,322,6,57.4
79,2550,82.5,41.5,160,0,32.6,74,174,90,34,356,-3,54.5
79,2550,83,41.5,201.5,0,36.75,70,156,90,30,386,-4,54.6
74,2550,83.5,36.5,238,-5,35.9,71,156,90,31,417,1,60.8
76,2550,84,38.5,276.5,2,44.05,78,113,90,38,455,7,71.8
78,2550,84.5,40.5,317,2,48.9,5,185,90,-35,0,-73,-57.5
75,1754,85,37.5,354.5,-3,48.95,6,326,90,-34,-34,1,-23.3
76,1754,85.5,38.5,393,1,55.2,6,2550,94.5,-34,-68,0,-27.2
74,1680,86,36.5,429.5,-2,56.55,5,326,90,-35,-103,-1,-31.8
76,1680,86.5,38.5,468,2,63.2,5,326,90,-35,-138,0,-34.8
76,1680,87,38.5,506.5,0,66.05,5,326,90,-35,-173,0,-38.3
72,1680,87.5,34.5,541,-4,65.9,5,336,90,-35,-208,0,-41.8
5,2336,88,-32.5,0,-67,-46.5,5,205,90,-35,-243,0,-45.3
5,191,80,-32.5,-32.5,0,-16.25,5,198,90,-35,-278,0,-48.8
4,2550,80.5,-33.5,-66,-1,-20.5,4,149,90,-36,-314,-1,-53.5
5,1628,81,-32.5,-98.5,1,-22.35,16,156,90,-24,-338,12,-42.2
7,1603,81.5,-30.5,-129,2,-24.1,71,149,90,31,0,55,46.1
6,1597,82,-31.5,-160.5,-1,-29.15,69,149,90,29,29,-2,19.3
6,1615,82.5,-31.5,-192,0,-31.8,66,2550,94.5,26,55,-3,19.6
5,1555,83,-32.5,-224.5,-1,-35.95,68,174,90,28,83,2,26.1
5,1539,83.5,-32.5,-257,0,-38.7,69,191,90,29,112,1,29.1
5,1527,84,-32.5,-289.5,0,-41.95,73,199,90,33,145,4,36.3
6,1509,84.5,-31.5,-321,1,-44.2,74,199,90,34,179,1,38.8
6,1495,85,-31.5,-352.5,0,-47.85,72,175,90,32,211,-2,39.3
25,1480,85.5,-12.5,-365,19,-32,70,197,90,30,241,-2,41.1
77,1478,86,39.5,0,52,41.8,60,145,90,20,261,-10,33.1
74,1482,86.5,36.5,36.5,-3,16.75,5,154,0,20,261,-10,33.1
74,1450,87,36.5,73,0,21.9,4,149,0,20,261,-10,33.1
75,1434,87.5,37.5,110.5,1,26.55,4,128,0,20,261,-10,33.1
75,1190,88,37.5,148,0,29.8,4,175,0,20,261,-10,33.1
78,1404,88.5,40.5,188.5,3,36.55,4,206,0,20,261,-10,33.1
80,1388,89,42.5,231,2,41.1,4,209,0,20,261,-10,33.1
55,1381,89.5,17.5,248.5,-25,19.35,4,213,0,20,261,-10,33.1
6,1368,90,-31.5,0,-49,-37.1,4,204,0,20,261,-10,33.1
6,1358,90.5,-31.5,-31.5,0,-15.75,4,241,0,20,261,-10,33.1
6,1341,91,-31.5,-63,0,-18.9,4,326,90,-36,0,-56,-49.6
5,1341,91.5,-32.5,-95.5,-1,-23.05,4,263,90,-36,-36,0,-25.2
5,1341,92,-32.5,-128,0,-25.8,4,249,90,-36,-72,0,-28.8
6,1341,92.5,-31.5,-159.5,1,-28.05,4,302,90,-36,-108,0,-32.4
6,1341,93,-31.5,-191,0,-31.7,4,235,90,-36,-144,0,-36
6,1341,93.5,-31.5,-222.5,0,-34.85,6,273,90,-34,-178,2,-37.2
5,1267,94,-32.5,-255,-1,-39,51,242,90,11,0,45,29.1
7,1259,94.5,-30.5,-285.5,2,-39.75,65,251,90,25,25,14,24.5
8,1255,95,-29.5,-315,1,-42.8,67,273,90,27,52,2,22.4
34,1786,95.5,-3.5,0,26,11.6,58,234,90,18,70,-9,13.3
52,1778,96,14.5,0,18,14.8,18,326,90,-22,0,-40,-33.2
6,1632,96.5,-31.5,0,-46,-35.6,5,326,90,-35,-35,-13,-31
5,1744,97,-32.5,-32.5,-1,-16.75,14,267,90,-26,-61,9,-17.2
15,1732,97.5,-22.5,-55,10,-9.5,69,243,90,29,0,55,44.9
4,1714,98,-33.5,-88.5,-11,-27.75,70,251,90,30,30,1,21.5
6,1706,98.5,-31.5,-120,2,-23.6,59,326,90,19,49,-11,10.8
5,1694,99,-32.5,-152.5,-1,-28.75,21,336,94.5,-19,0,-38,-30.4
5,1680,99.5,-32.5,-185,0,-31.5,12,326,90,-28,-28,-9,-24.1
5,1666,100,-32.5,-217.5,0,-34.75,57,326,90,17,0,45,32.7
5,1656,100.5,-32.5,-250,0,-38,69,326,90,29,29,12,26.3
5,1686,101,-32.5,-282.5,0,-41.25,34,326,90,-6,0,-35,-21.1
5,2550,101.5,-32.5,-315,0,-44.5,6,326,90,-34,-34,-28,-37.8
5,2550,102,-32.5,-347.5,0,-47.75,24,1389,94.5,-16,-50,18,-5.6
5,2550,102.5,-32.5,-380,0,-51,75,326,90,35,0,51,46.5
5,2550,103,-32.5,-412.5,0,-54.25,60,326,90,20,20,-15,6.5
5,2550,103.5,-32.5,-445,0,-57.5,11,326,90,-29,0,-49,-41.9
66,2550,104,28.5,0,61,41.9,5,1334,94.5,-35,-35,-6,-27.5
73,2550,104.5,35.5,35.5,7,21.25,11,1330,99.225,-29,-64,6,-20.8
77,2550,105,39.5,75,4,25.3,21,1330,104.18625,-19,-83,10,-14.7
79,2550,105.5,41.5,116.5,2,29.25,9,1288,109.3955625,-31,-114,-12,-36
82,2550,106,44.5,161,3,35.4,5,1273,90,-35,-149,-4,-37.9
80,2550,106.5,42.5,203.5,-2,36.35,5,1262,90,-35,-184,0,-39.4
79,2550,107,41.5,245,-1,40.6,5,1246,90,-35,-219,0,-42.9
77,2550,107.5,39.5,284.5,-2,43.25,5,1245,90,-35,-254,0,-46.4
77,2550,108,39.5,324,0,48.2,5,1274,90,-35,-289,0,-49.9
57,2005,108.5,19.5,343.5,-20,32.15,5,1777,90,-35,-324,0,-53.4
6,2550,109,-31.5,0,-51,-38.1,6,326,90,-34,-358,1,-55.7
5,2550,109.5,-32.5,-32.5,-1,-16.75,20,321,90,-20,-378,14,-42.8
5,2550,110,-32.5,-65,0,-19.5,56,263,90,16,0,36,27.6
4,2550,110.5,-33.5,-98.5,-1,-23.75,67,345,94.5,27,27,11,24.4
5,2550,111,-32.5,-131,1,-25.6,25,259,90,-15,0,-42,-30
11,2550,111.5,-26.5,-157.5,6,-23.35,4,288,90,-36,-36,-21,-35.7
6,2550,112,-31.5,-189,-5,-34,4,326,90,-36,-72,0,-28.8
5,2550,112.5,-32.5,-221.5,-1,-35.65,4,303,90,-36,-108,0,-32.4
25,1873,113,-12.5,-234,20,-18.4,5,289,90,-35,-143,1,-34.8
76,2550,113.5,38.5,0,51,40.9,15,326,90,-25,-168,10,-26.8
76,2489,114,38.5,38.5,0,19.25,55,297,90,15,0,40,29
75,1827,114.5,37.5,76,-1,22.1,62,286,90,22,22,7,18.9
74,1785,115,36.5,112.5,-1,25.35,33,349,94.5,-7,0,-29,-18.7
62,2465,115.5,24.5,137,-12,17.5,11,303,90,-29,-29,-22,-31.3
15,1756,116,-22.5,0,-47,-32.5,16,289,90,-24,-53,5,-17.2
6,2550,116.5,-31.5,-31.5,-9,-20.25,43,321,90,3,0,27,15.3
66,1732,117,28.5,0,60,41.4,65,321,90,25,25,22,28.5
81,1708,117.5,43.5,43.5,15,29.25,50,321,90,10,35,-15,2
7,1706,118,-30.5,0,-74,-49.2,15,304,90,-25,0,-35,-32.5
5,2366,118.5,-32.5,-32.5,-2,-17.25,8,321,90,-32,-32,-7,-25.9
66,1648,119,28.5,0,61,41.9,26,321,90,-14,-46,18,-4
61,1640,119.5,23.5,23.5,-5,9.25,59,326,90,19,0,33,27.9
5,1657,120,-32.5,0,-56,-41,67,297,90,27,27,8,22.9
5,2550,120.5,-32.5,-32.5,0,-16.25,36,303,90,-4,0,-31,-17.9
21,1585,121,-16.5,-49,16,-3.5,10,321,90,-30,-30,-26,-34
59,1581,121.5,21.5,0,38,27.6,21,340,94.5,-19,-49,11,-10.8
57,1559,122,19.5,19.5,-2,8.75,62,321,90,22,0,41,33.7
10,1563,122.5,-27.5,0,-47,-34.5,67,321,90,27,27,5,21.4
16,2550,123,-21.5,-21.5,6,-7.75,30,321,90,-10,0,-37,-24.5
82,1504,123.5,44.5,0,66,50.8,9,326,90,-31,-31,-21,-32.2
77,1499,124,39.5,39.5,-5,17.25,23,336,94.5,-17,-48,14,-8
6,2001,124.5,-31.5,0,-71,-48.1,62,338,99.225,22,0,39,32.7
5,1505,125,-32.5,-32.5,-1,-16.75,73,321,90,33,33,11,28.6
12,2550,125.5,-25.5,-58,7,-12.5,64,348,94.5,24,57,-9,15.6
35,2550,126,-2.5,0,23,10.5,7,353,99.225,-33,0,-57,-48.3
