,,,,,,,,,,,,,
48,1414,126.5,10.5,0,13,10.7,4,372,104.18625,-36,-36,-3,-26.7
33,1388,127,-4.5,0,-15,-9.3,6,338,109.3955625,-34,-70,2,-26.4
18,2550,127.5,-19.5,-19.5,-15,-17.25,34,347,114.8653406,-6,0,28,10.4
52,1330,128,14.5,0,34,22.8,67,408,120.6086077,27,0,33,32.7
73,1318,128.5,35.5,35.5,21,28.25,59,326,90,19,19,-8,9.3
24,1299,129,-13.5,0,-49,-29.9,18,370,94.5,-22,0,-41,-33.7
5,1965,129.5,-32.5,-32.5,-19,-25.75,10,408,99.225,-30,-30,-8,-25
61,1250,130,23.5,0,56,37.4,36,365,104.18625,-4,0,26,10.6
80,1246,130,42.5,42.5,19,30.75,66,406,109.3955625,26,0,30,30.6
8,1231,130,-29.5,0,-72,-47.8,71,392,114.8653406,31,31,5,24.2
5,1693,130,-32.5,-32.5,-3,-17.75,16,427,120.6086077,-24,0,-55,-41.9
60,1182,130,22.5,0,55,36.5,5,437,126.639038,-35,-35,-11,-30
77,1192,130,39.5,39.5,17,28.25,5,397,132.9709899,-35,-70,0,-28
23,1183,130,-14.5,0,-54,-32.8,43,408,139.6195394,3,0,38,20.8
7,1595,130,-30.5,-30.5,-16,-23.25,68,403,146.6005164,28,28,25,32.1
26,1595,130,-11.5,-42,19,0.7,55,435,153.9305422,15,43,-13,6.8
46,1595,130,8.5,0,20,13.4,14,404,161.6270693,-26,0,-41,-36.1
6,1074,130,-31.5,0,-40,-32.6,8,416,165,-32,-32,-6,-25.4
6,2550,130,-31.5,-31.5,0,-15.75,52,389,165,12,0,44,29.2
5,2550,130,-32.5,-64,-1,-19.9,77,454,165,37,37,25,38.4
6,2550,130,-31.5,-95.5,1,-21.65,89,374,165,49,86,12,44
5,2550,130,-32.5,-128,-1,-26.3,17,416,165,-23,0,-72,-49.8
5,2550,130,-32.5,-160.5,0,-29.05,5,401,165,-35,-35,-12,-30.5
5,1032,130,-32.5,-193,0,-32.3,6,385,165,-34,-69,1,-26.8
6,1020,130,-31.5,-224.5,1,-34.55,15,357,165,-25,-94,9,-19.9
7,1008,130,-30.5,-255,1,-37.2,67,364,165,27,0,52,42.2
6,986,130,-31.5,-286.5,-1,-41.75,78,392,165,38,38,11,32.1
5,971,130,-32.5,-319,-1,-45.4,62,353,165,22,60,-16,11.2
6,1082,130,-31.5,-350.5,1,-47.15,24,362,165,-16,0,-38,-28.6
5,2550,130,-32.5,-383,-1,-51.8,9,376,165,-31,-31,-15,-29.2
4,2550,130,-33.5,-416.5,-1,-55.55,61,338,165,21,0,52,38.6
6,2550,130,-31.5,-448,2,-56.4,73,326,90,33,33,12,29.1
5,2550,130,-32.5,-480.5,-1,-61.55,23,357,94.5,-17,0,-50,-35.2
5,2550,130,-32.5,-513,0,-64.3,8,328,90,-32,-32,-15,-29.9
5,2550,130,-32.5,-545.5,0,-67.55,18,347,94.5,-22,-54,10,-13.6
5,2550,130,-32.5,-578,0,-70.8,67,347,99.225,27,0,49,40.7
18,2550,130,-19.5,-597.5,13,-61.05,76,321,90,36,36,9,29.7
74,2550,130,36.5,0,56,42.6,15,1680,94.5,-25,0,-61,-45.5
73,2550,130,35.5,35.5,-1,17.25,6,2550,99.225,-34,-34,-9,-28.3
76,2550,130,38.5,74,3,24.3,28,1458,104.18625,-12,-46,22,-0.8
72,2550,130,34.5,108.5,-4,22.65,58,2550,109.3955625,18,0,30,25.8
77,2550,130,39.5,148,5,33.1,72,1119,114.8653406,32,32,14,29.4
77,2550,130,39.5,187.5,0,34.55,6,2550,120.6086077,-34,0,-66,-53.4
77,2550,130,39.5,227,0,38.5,5,2550,126.639038,-35,-35,-1,-25
80,2550,130,42.5,269.5,3,45.45,5,2550,132.9709899,-35,-70,0,-28
80,2550,130,42.5,312,0,48.2,4,2550,139.6195394,-36,-106,-1,-32.7
81,2374,130,43.5,355.5,1,53.45,5,2550,90,-35,-141,1,-34.6
77,2364,130,39.5,395,-4,53.3,5,2550,90,-35,-176,0,-38.6
74,2310,130,36.5,431.5,-3,56.25,5,1071,90,-35,-211,0,-42.1
72,2298,130,34.5,466,-2,59.4,5,1054,90,-35,-246,0,-45.6
8,2292,130,-29.5,0,-64,-43.8,5,1038,90,-35,-281,0,-49.1
4,2311,130,-33.5,-33.5,-4,-18.75,5,2550,90,-35,-316,0,-52.6
5,2276,130,-32.5,-66,1,-19.1,6,2550,90,-34,-350,1,-54.9
5,2214,130,-32.5,-98.5,0,-22.85,14,2320,90,-26,-376,8,-49.2
5,2226,130,-32.5,-131,0,-26.1,27,385,90,-13,-389,13,-40.2
5,2197,130,-32.5,-163.5,0,-29.35,65,321,90,25,0,38,34
6,2219,130,-31.5,-195,1,-31.6,65,334,94.5,25,25,0,17.5
6,2184,130,-31.5,-226.5,0,-35.25,58,345,99.225,18,43,-7,11.6
5,2167,130,-32.5,-259,-1,-39.4,22,353,104.18625,-18,0,-36,-28.8
6,2153,130,-31.5,-290.5,1,-41.15,4,355,109.3955625,-36,-36,-18,-34.2
5,2550,130,-32.5,-323,-1,-45.8,11,355,114.8653406,-29,-65,7,-20.4
47,2550,130,9.5,0,42,24.8,32,364,120.6086077,-8,0,21,5.7
74,2550,130,36.5,36.5,27,31.75,47,365,126.639038,7,0,15,11.7
78,2550,130,40.5,77,4,25.9,29,385,132.9709899,-11,0,-18,-15.6
78,2550,130,40.5,117.5,0,27.95,10,353,139.6195394,-30,-30,-19,-30.5
79,2550,130,41.5,159,1,33,19,366,146.6005164,-21,-51,9,-13.2
73,2550,130,35.5,194.5,-6,30.65,65,403,153.9305422,25,0,46,38
8,2550,130,-29.5,0,-65,-44.3,80,376,161.6270693,40,40,15,35.5
5,2550,130,-32.5,-32.5,-3,-17.75,16,389,165,-24,0,-64,-46.4
48,2550,130,10.5,0,43,25.7,5,349,165,-35,-35,-11,-30
73,2550,130,35.5,35.5,25,30.25,5,334,165,-35,-70,0,-28
10,2550,130,-27.5,0,-63,-42.5,21,337,165,-19,-89,16,-12.3
8,2550,130,-29.5,-29.5,-2,-15.75,69,364,165,29,0,48,41.4
14,2550,130,-23.5,-53,6,-11.7,68,321,90,28,28,-1,19.1
46,2475,130,8.5,0,32,19.4,68,326,90,28,56,0,22.4
66,1925,130,28.5,28.5,20,24.25,64,321,90,24,80,-4,20.4
20,2441,130,-17.5,0,-46,-30,37,365,94.5,-3,0,-27,-15.3
6,1793,130,-31.5,-31.5,-14,-22.75,9,347,99.225,-31,-31,-28,-35.7
24,2416,130,-13.5,-45,18,-0.9,22,334,104.18625,-18,-49,13,-9.2
78,2416,130,40.5,0,54,43.2,64,345,109.3955625,24,0,42,35.4
76,1813,130,38.5,38.5,-2,18.25,67,338,114.8653406,27,27,3,20.4
7,1795,130,-30.5,0,-69,-46.7,60,357,120.6086077,20,47,-7,13.2
9,1786,130,-28.5,-28.5,2,-13.25,17,385,126.639038,-23,0,-43,-35.3
51,2550,130,13.5,0,42,26.4,6,355,132.9709899,-34,-34,-11,-29.3
61,2550,130,23.5,23.5,10,16.75,17,376,139.6195394,-23,-57,11,-14
9,2550,130,-28.5,0,-52,-37.4,64,374,146.6005164,24,0,47,37.9
6,2313,130,-31.5,-31.5,-3,-17.25,66,384,153.9305422,26,26,2,19.2
39,2550,130,1.5,0,33,17.1,67,374,161.6270693,27,53,1,22
65,2550,130,27.5,27.5,26,26.75,36,365,165,-4,0,-31,-17.9
42,2550,130,4.5,0,-23,-9.7,8,348,165,-32,-32,-28,-36.4
11,2550,130,-26.5,0,-31,-26.1,14,374,165,-26,-58,6,-18.4
38,2550,130,0.5,0,27,13.7,72,376,165,32,0,58,48.2
78,2550,130,40.5,40.5,40,40.25,70,321,90,30,30,-2,20
45,2550,130,7.5,0,-33,-13.5,68,347,94.5,28,58,-2,21.6
6,2550,130,-31.5,0,-39,-32.1,57,330,90,17,75,-11,12.2
5,2550,130,-32.5,-32.5,-1,-16.75,20,338,94.5,-20,0,-37,-30.5
5,2550,130,-32.5,-65,0,-19.5,9,355,99.225,-31,-31,-11,-27.2
4,1490,130,-33.5,-98.5,-1,-23.75,14,338,104.18625,-26,-57,5,-18.8
5,1488,130,-32.5,-131,1,-25.6,49,348,109.3955625,9,0,35,22.9
4,2550,130,-33.5,-164.5,-1,-30.35,67,357,114.8653406,27,27,18,27.9
5,2550,130,-32.5,-197,1,-32.2,50,376,120.6086077,10,37,-17,1.2
6,2550,130,-31.5,-228.5,1,-34.95,8,389,126.639038,-32,0,-42,-40.2
6,2550,130,-31.5,-260,0,-38.6,6,406,132.9709899,-34,-34,-2,-24.8
6,2550,130,-31.5,-291.5,0,-41.75,57,391,139.6195394,17,0,51,35.7
6,2550,130,-31.5,-323,0,-44.9,76,410,146.6005164,36,36,19,34.7
16,2550,130,-21.5,-344.5,10,-38.05,43,404,153.9305422,3,0,-33,-14.7
8,2550,130,-29.5,-374,-8,-53.2,5,401,161.6270693,-35,0,-38,-40
5,2550,130,-32.5,-406.5,-3,-55.15,6,391,165,-34,-34,1,-23.3
6,2550,130,-31.5,-438,1,-55.9,60,370,165,20,0,54,39
6,1202,130,-31.5,-469.5,0,-59.55,74,334,165,34,34,14,30.8
5,1160,130,-32.5,-502,-1,-63.7,8,357,165,-32,0,-66,-52.2
5,1148,130,-32.5,-534.5,0,-66.45,5,372,165,-35,-35,-3,-26
5,1148,130,-32.5,-567,0,-69.7,5,383,165,-35,-70,0,-28
5,1148,130,-32.5,-599.5,0,-72.95,50,326,90,10,0,45,28.5
49,1092,130,11.5,0,44,26.6,68,347,94.5,28,28,18,28.6
76,2550,130,38.5,38.5,27,32.75,63,345,99.225,23,51,-5,16.4
80,2550,130,42.5,81,4,27.1,44,321,90,4,0,-19,-7.1
80,2550,130,42.5,123.5,0,29.35,23,2550,94.5,-17,0,-21,-20.7
81,1024,130,43.5,167,1,34.6,32,2550,99.225,-8,0,9,-0.3
84,986,130,46.5,213.5,3,41.45,71,2550,104.18625,31,0,39,38.1
81,955,130,43.5,257,-3,41.6,53,2550,109.3955625,13,13,-18,0.1
78,943,130,40.5,297.5,-3,44.45,5,2550,114.8653406,-35,0,-48,-45
77,943,130,39.5,337,-1,49,5,2550,120.6086077,-35,-35,0,-24.5
74,943,130,36.5,373.5,-3,50.45,5,2550,126.639038,-35,-70,0,-28
76,877,130,38.5,412,2,57.6,4,2550,132.9709899,-36,-106,-1,-32.7
5,873,130,-32.5,0,-71,-48.5,5,1498,90,-35,-141,1,-34.6
4,2550,130,-33.5,-33.5,-1,-17.25,5,2000,90,-35,-176,0,-38.6
10,845,130,-27.5,-61,6,-14.1,5,2550,90,-35,-211,0,-42.1
5,835,130,-32.5,-93.5,-5,-24.85,5,1736,90,-35,-246,0,-45.6
4,810,130,-33.5,-127,-1,-26.6,5,2550,90,-35,-281,0,-49.1
4,779,130,-33.5,-160.5,0,-29.45,4,2550,90,-36,-317,-1,-53.8
5,754,130,-32.5,-193,1,-31.8,4,2550,90,-36,-353,0,-56.9
4,756,130,-33.5,-226.5,-1,-36.55,5,2550,90,-35,-388,1,-59.3
4,721,130,-33.5,-260,0,-39.4,5,2550,90,-35,-423,0,-63.3
3,705,130,-34.5,-294.5,-1,-43.75,5,392,90,-35,-458,0,-66.8
4,689,130,-33.5,-328,1,-45.7,29,334,90,-11,-469,24,-41.5
74,675,130,36.5,0,70,49.6,72,348,90,32,0,43,40.7
78,653,130,40.5,40.5,4,22.25,70,374,94.5,30,30,-2,20
81,626,130,43.5,84,3,27.3,66,357,99.225,26,56,-4,19.2
78,607,130,40.5,124.5,-3,27.15,65,389,104.18625,25,81,-1,22.6
72,586,90,34.5,159,-6,26.7,53,365,109.3955625,13,94,-12,11.2
72,563,90,34.5,193.5,0,33.15,7,397,114.8653406,-33,0,-46,-42.8
71,555,90,33.5,227,-1,35.6,5,428,120.6086077,-35,-35,-2,-25.5
32,551,90,-5.5,0,-39,-21.7,5,355,126.639038,-35,-70,0,-28
5,546,89,-32.5,-32.5,-27,-29.75,16,370,132.9709899,-24,-94,11,-18.3
8,525,88,-29.5,-62,3,-16.5,60,355,139.6195394,20,0,44,34
41,506,87,3.5,0,33,17.9,78,340,146.6005164,38,38,18,35.6
37,496,80,-0.5,0,-4,-2.2,46,357,153.9305422,6,0,-32,-12.4
11,483,80,-26.5,-26.5,-26,-26.25,6,326,90,-34,0,-40,-40.4
14,473,80,-23.5,-50,3,-12.9,5,321,90,-35,-35,-1,-25
43,452,80,5.5,0,29,16.7,35,321,90,-5,0,30,12
68,437,80,30.5,30.5,25,27.75,68,326,90,28,0,33,33.3
25,429,80,-12.5,0,-43,-26.5,58,321,90,18,18,-10,7.6
5,420,80,-12.5,0,-43,-26.5,11,340,94.5,-29,0,-47,-40.9
23,399,80,-12.5,0,-43,-26.5,8,334,99.225,-32,-32,-3,-23.9
48,397,80,-12.5,0,-43,-26.5,48,304,90,8,0,40,24.8
52,393,80,-12.5,0,-43,-26.5,69,321,90,29,29,21,30.8
52,397,80,-12.5,0,-43,-26.5,73,303,90,33,62,4,28
52,393,80,-12.5,0,-43,-26.5,20,308,90,-20,0,-53,-38.5
52,393,80,-12.5,0,-43,-26.5,5,321,90,-35,-35,-15,-32
52,393,80,-12.5,0,-43,-26.5,6,326,90,-34,-69,1,-26.8
52,393,80,14.5,0,27,19.3,48,221,90,8,0,42,25.8
37,392,80,-0.5,0,-15,-7.7,67,321,90,27,27,19,28.4
23,376,80,-14.5,-14.5,-14,-14.25,68,213,90,28,55,1,22.8
5,365,80,-32.5,-47,-18,-26.7,80,267,90,40,95,12,39.5
5,365,80,-32.5,-79.5,0,-20.95,78,236,90,38,133,-2,35.1
6,357,80,-31.5,-111,1,-23.2,82,235,90,42,175,4,44.7
5,355,80,-32.5,-143.5,-1,-27.85,82,278,90,42,217,0,46.9
5,365,80,-32.5,-32.5,0,-16.25,78,229,90,38,255,-4,46.3
5,365,80,-32.5,-65,0,-19.5,69,213,90,29,284,-9,41.3
4,1672,80,-33.5,-98.5,-1,-23.75,57,217,90,17,301,-12,34.3
5,1393,80,-32.5,-131,1,-25.6,28,267,90,-12,0,-29,-21.7
6,1353,80,-31.5,-162.5,1,-28.35,11,259,90,-29,-29,-17,-28.8
5,1313,80,-32.5,-195,-1,-33,5,326,90,-35,-64,-6,-30.4
13,1219,80,-24.5,-219.5,8,-27.75,4,199,90,-36,-100,-1,-32.1
10,800,80,-27.5,-247,-3,-37.2,4,203,90,-36,-136,0,-35.2
13,1156,80,-24.5,-271.5,3,-35.45,4,243,90,-36,-172,0,-38.8
12,1147,80,-25.5,-297,-1,-40.4,4,205,90,-36,-208,0,-42.4
5,1129,80,-32.5,-329.5,-7,-49.45,4,304,90,-36,-244,0,-46
6,1114,80,-31.5,-361,1,-48.2,4,225,90,-36,-280,0,-49.6
6,810,80,-31.5,-392.5,0,-51.85,4,191,90,-36,-316,0,-53.2
5,1111,80,-32.5,-425,-1,-56,4,195,90,-36,-352,0,-56.8
6,1525,80,-31.5,-456.5,1,-57.75,4,197,90,-36,-388,0,-60.4
6,1521,80,-31.5,-488,0,-61.4,5,203,90,-35,-423,1,-62.8
6,1520,80,-31.5,-519.5,0,-64.55,4,321,90,-36,-459,-1,-68
67,1563,80.5,29.5,0,61,42.3,5,190,90,-35,-494,1,-69.9
80,1615,81,42.5,42.5,13,27.75,14,259,90,-26,-520,9,-63.1
79,1227,81.5,41.5,84,-1,24.5,6,183,90,-34,-554,-8,-79.8
78,1460,82,40.5,124.5,-1,28.15,5,183,90,-35,-589,-1,-80.4
79,1443,82.5,41.5,166,1,33.7,14,179,90,-26,-615,9,-72.6
80,1020,83,42.5,208.5,1,38.35,10,173,90,-30,-645,-4,-84.5
78,992,83.5,40.5,249,-2,40.1,5,181,90,-35,-680,-5,-91.5
77,982,84,39.5,288.5,-1,44.15,5,2550,90,-35,-715,0,-92.5
77,963,84.5,39.5,328,0,48.6,5,184,90,-35,-750,0,-96
35,972,85,-2.5,0,-42,-22,5,164,90,-35,-785,0,-99.5
5,1351,85.5,-32.5,-32.5,-30,-31.25,5,1387,90,-35,-820,0,-103
42,1236,86,4.5,0,37,20.3,4,1387,90,-36,-856,-1,-107.7
81,931,86.5,43.5,43.5,39,41.25,5,2550,90,-35,-891,1,-109.6
78,937,87,40.5,84,-3,23.1,5,197,90,-35,-926,0,-113.6
38,1288,87.5,0.5,0,-40,-19.8,6,2550,90,-34,-960,1,-115.9
19,1318,88,-18.5,0,-19,-16.9,71,1603,94.5,31,0,65,51.1
80,1166,88.5,42.5,0,61,47.5,79,1295,99.225,39,39,8,31.3
79,1152,89,41.5,41.5,-1,20.25,79,1262,104.18625,39,78,0,31.2
80,1232,89.5,42.5,84,1,25.9,71,1563,109.3955625,31,109,-8,25.5
78,1761,90,40.5,124.5,-2,27.65,68,1680,90,28,137,-3,29
71,1701,90.5,33.5,158,-7,25.7,67,217,90,27,164,-1,32.1
16,1690,91,-21.5,0,-55,-36.1,70,1505,90,30,194,3,38.9
41,1665,91.5,3.5,0,25,13.9,70,173,90,30,224,0,40.4
79,1654,92,41.5,41.5,38,39.75,17,183,90,-23,0,-53,-40.3
80,2550,92.5,42.5,84,1,25.9,5,189,90,-35,-35,-12,-30.5
79,1625,93,41.5,125.5,-1,28.65,5,298,90,-35,-70,0,-28
79,1294,93.5,41.5,167,0,33.3,67,179,90,27,0,62,47.2
77,2550,94,39.5,206.5,-2,35.45,78,207,90,38,38,11,32.1
39,1771,94.5,1.5,0,-38,-18.4,74,219,0,38,38,11,32.1
11,2550,95,-26.5,0,-28,-24.6,55,183,0,38,38,11,32.1
88,1744,95.5,50.5,0,77,58.7,38,197,0,38,38,11,32.1
78,2550,96,40.5,40.5,-10,15.25,33,197,0,38,38,11,32.1
66,2550,96.5,28.5,69,-12,12.3,33,211,0,38,38,11,32.1
54,2550,97,16.5,85.5,-12,9.15,33,221,0,38,38,11,32.1
48,1551,97.5,10.5,96,-6,10.8,33,241,0,38,38,11,32.1
41,2550,98,3.5,0,-7,-2.1,33,259,0,38,38,11,32.1
39,2550,98.5,1.5,0,-2,-0.4,33,326,90,-7,0,-45,-26.7
70,2550,99,32.5,32.5,31,31.75,33,321,90,-7,0,0,-4.2
75,2550,99.5,37.5,70,5,24.5,52,321,90,12,0,19,16.7
55,2550,100,17.5,87.5,-20,5.75,65,321,90,25,25,13,24
34,2550,100.5,-3.5,0,-21,-11.9,41,326,90,1,0,-24,-11.4
74,2550,101,36.5,0,40,34.6,11,321,90,-29,0,-30,-32.4
77,2550,101.5,39.5,39.5,3,21.25,28,347,94.5,-12,-12,17,0.1
77,1262,102,39.5,79,0,23.7,75,372,99.225,35,0,47,44.5
78,2550,102.5,40.5,119.5,1,28.65,76,1179,104.18625,36,36,1,25.7
75,2550,103,37.5,157,-3,29.2,75,1246,109.3955625,35,71,-1,27.6
44,2550,103.5,6.5,0,-31,-12.9,73,347,114.8653406,33,104,-2,29.2
43,2550,104,5.5,0,-1,1.7,70,338,90,30,134,-3,29.9
78,2550,104.5,40.5,40.5,35,37.75,61,338,90,21,155,-9,23.6
74,2550,105,36.5,77,-4,20.3,22,338,90,-18,0,-39,-30.3
62,2550,105.5,24.5,101.5,-12,13.95,5,349,94.5,-35,-35,-17,-33
64,2550,106,26.5,128,2,24.4,38,328,90,-2,0,33,15.3
64,2550,106.5,26.5,154.5,0,26.05,74,340,94.5,34,0,36,38.4
30,2550,107,-7.5,0,-34,-20,72,1664,99.225,32,32,-2,21.4
7,2489,107.5,-30.5,-30.5,-23,-26.75,74,1662,104.18625,34,66,2,28
54,2550,108,16.5,0,47,30.1,76,1627,109.3955625,36,102,2,32.8
77,2550,108.5,39.5,39.5,23,31.25,79,326,90,39,141,3,39
56,2550,109,18.5,58,-21,2.7,86,334,90,46,187,7,49.8
5,2550,109.5,-32.5,0,-51,-38.5,72,1573,90,32,219,-14,34.1
5,2550,110,-32.5,-32.5,0,-16.25,19,303,90,-21,0,-53,-39.1
64,2550,110.5,26.5,0,59,40.1,16,321,90,-24,-24,-3,-18.3
78,2550,111,40.5,40.5,14,27.25,6,303,90,-34,-58,-10,-31.2
18,2430,111.5,-19.5,0,-60,-37.8,7,326,90,-33,-91,1,-28.4
5,2419,112,-32.5,-32.5,-13,-22.75,63,326,90,23,0,56,41.8
38,2550,112.5,0.5,0,33,16.7,77,326,90,37,37,14,32.9
55,2550,113,17.5,17.5,17,17.25,73,2550,94.5,33,70,-4,24.8
17,2334,113.5,-20.5,0,-38,-27.2,73,382,99.225,33,103,0,30.1
9,2358,114,-28.5,-28.5,-8,-18.25,69,389,90,29,132,-4,28.6
55,2550,114.5,17.5,0,46,30,51,2550,90,11,143,-18,11.9
71,2550,115,33.5,33.5,16,24.75,30,326,90,-10,0,-21,-16.5
31,2302,115.5,-6.5,0,-40,-22.6,17,391,94.5,-23,-23,-13,-22.6
5,2241,116,-32.5,-32.5,-26,-29.25,62,392,99.225,22,0,45,35.7
37,2305,116.5,-0.5,0,32,15.8,70,348,104.18625,30,30,8,25
78,2550,117,40.5,0,41,36.7,73,376,109.3955625,33,63,3,27.6
58,2241,117.5,20.5,20.5,-20,0.25,75,389,114.8653406,35,98,2,31.8
6,2550,118,-31.5,0,-52,-38.6,76,329,90,36,134,1,35.5
8,2181,118.5,-29.5,-29.5,2,-13.75,72,321,90,32,166,-4,33.8
70,2342,119,32.5,0,62,44,70,329,90,30,196,-2,36.6
71,2146,119.5,33.5,33.5,1,17.25,31,321,90,-9,0,-39,-24.9
8,2098,120,-29.5,0,-63,-43.3,5,321,90,-35,-35,-26,-37.5
5,2064,120.5,-32.5,-32.5,-3,-17.75,35,326,90,-5,0,30,12
56,2045,121,18.5,0,51,32.9,65,340,94.5,25,0,30,30
62,2037,121.5,24.5,24.5,6,15.25,65,376,99.225,25,25,0,17.5
8,2018,122,-29.5,0,-54,-38.8,62,374,104.18625,22,47,-3,16.4
9,1984,122.5,-28.5,-28.5,1,-13.75,59,349,109.3955625,19,66,-3,16.5
63,1964,123,25.5,0,54,37.2,49,355,114.8653406,9,0,-10,0.4
69,1955,123.5,31.5,31.5,6,18.75,28,376,120.6086077,-12,0,-21,-17.7
9,1934,124,-28.5,0,-60,-41.4,26,385,126.639038,-14,-14,-2,-10.8
5,1898,124.5,-32.5,-32.5,-4,-18.25,61,385,132.9709899,21,0,35,30.1
48,1881,125,10.5,0,43,25.7,71,357,139.6195394,31,31,10,26.7
69,1862,125.5,31.5,31.5,21,26.25,25,389,146.6005164,-15,0,-46,-32
12,1837,126,-25.5,0,-57,-38.7,15,412,153.9305422,-25,-25,-10,-22.5
6,1816,126.5,-31.5,-31.5,-6,-18.75,19,384,161.6270693,-21,-46,4,-15.2
61,1801,127,23.5,0,55,36.9,48,338,165,8,0,29,19.3
76,1785,127.5,38.5,38.5,15,26.75,58,334,165,18,18,10,17.6
21,1761,128,-16.5,0,-55,-34.1,61,353,165,21,39,3,18
6,1736,128.5,-31.5,-31.5,-15,-23.25,45,328,90,5,0,-16,-5
26,1722,129,-11.5,-43,20,1.1,7,330,90,-33,0,-38,-38.8
50,1694,129.5,12.5,0,24,17,14,349,94.5,-26,-26,7,-14.7
34,1679,130,-3.5,0,-16,-9.4,77,328,90,37,0,63,53.7
20,1658,130,-17.5,-17.5,-14,-15.75,81,372,94.5,41,41,4,30.7
42,1633,130,4.5,0,22,12.8,43,330,90,3,0,-38,-17.2
64,1623,130,26.5,26.5,22,24.25,5,349,94.5,-35,0,-38,-40
36,1587,130,-1.5,0,-28,-14.6,5,370,99.225,-35,-35,0,-24.5
7,1577,130,-30.5,-30.5,-29,-29.75,38,372,104.18625,-2,0,33,15.3
43,1558,130,5.5,0,36,20.2,68,372,109.3955625,28,0,30,31.8
70,1543,130,32.5,32.5,27,29.75,68,401,114.8653406,28,28,0,19.6
29,1519,130,-8.5,0,-41,-23.9,28,391,120.6086077,-12,0,-40,-27.2
6,1499,130,-31.5,-31.5,-23,-27.25,10,393,126.639038,-30,-30,-18,-30
49,1480,130,11.5,0,43,26.1,45,381,132.9709899,5,0,35,20.5
67,1460,130,29.5,29.5,18,23.75,76,385,139.6195394,36,36,31,40.7
24,1438,130,-13.5,0,-43,-26.9,72,428,146.6005164,32,68,-4,24
15,1420,130,-22.5,-22.5,-9,-15.75,12,393,153.9305422,-28,0,-60,-46.8
63,1397,130,25.5,0,48,34.2,10,393,161.6270693,-30,-30,-2,-22
75,1379,130,37.5,37.5,12,24.75,5,365,165,-35,-65,-5,-30
12,1362,130,-25.5,0,-63,-41.7,22,454,165,-18,-83,17,-10.6
6,1362,130,-31.5,-31.5,-6,-18.75,73,383,165,33,0,51,45.3
74,1362,130,36.5,0,68,48.6,74,393,165,34,34,1,24.3
78,1362,130,40.5,40.5,4,22.25,63,349,165,23,57,-11,14
76,1362,130,38.5,79,-2,22.3,10,353,165,-30,0,-53,-44.5
78,1362,130,40.5,119.5,2,29.15,5,362,165,-35,-35,-5,-27
80,1242,130,42.5,162,2,34.2,53,334,165,13,0,48,31.8
78,1223,130,40.5,202.5,-2,35.45,68,364,165,28,28,15,27.1
75,1206,130,37.5,240,-3,37.5,40,329,90,0,0,-28,-14
51,1191,130,13.5,253.5,-24,18.75,10,349,94.5,-30,-30,-30,-36
22,1189,130,-15.5,0,-29,-20.7,19,330,90,-21,-51,9,-13.2
34,1182,130,-3.5,0,12,4.6,76,338,94.5,36,0,57,50.1
62,1152,130,24.5,0,28,23.8,78,349,99.225,38,38,2,27.6
82,1143,130,44.5,44.5,20,32.25,49,347,104.18625,9,0,-29,-9.1
78,1835,130,40.5,85,-4,22.7,9,338,109.3955625,-31,0,-40,-38.6
71,1808,130,33.5,118.5,-7,21.75,15,404,114.8653406,-25,-25,6,-14.5
