,,,,,,,,,,,,,
56,1778,130,18.5,137,-15,13.6,69,365,120.6086077,29,0,54,44.4
43,1757,130,5.5,0,-13,-4.3,73,370,126.639038,33,33,4,25.1
50,1736,130,12.5,12.5,7,9.75,34,462,132.9709899,-6,0,-39,-23.1
76,1716,130,38.5,51,26,33.5,14,365,139.6195394,-26,-26,-20,-28.2
72,1696,130,34.5,85.5,-4,20.35,46,389,146.6005164,6,0,32,19.6
74,1676,130,36.5,122,2,27.8,69,357,153.9305422,29,29,23,31.8
78,1656,130,40.5,162.5,4,34.45,54,416,161.6270693,14,43,-15,5.2
72,1638,130,34.5,197,-6,30.5,6,376,165,-34,0,-48,-44.4
53,1627,130,15.5,212.5,-19,17.95,5,374,165,-35,-35,-1,-25
20,2550,130,-17.5,0,-33,-23.5,63,404,165,23,0,58,42.8
68,2550,130,30.5,0,48,36.2,72,404,165,32,32,9,26.9
79,1580,130,41.5,41.5,11,26.25,55,1337,165,15,47,-17,5.2
78,1579,130,40.5,82,-1,23.9,40,1317,165,0,0,-15,-7.5
78,1632,130,40.5,122.5,0,28.45,69,1282,165,29,29,29,34.8
77,2550,130,39.5,162,-1,31.5,75,1271,165,35,64,6,30.4
32,2550,130,-5.5,0,-45,-24.7,77,1234,165,37,101,2,33.3
5,2550,130,-32.5,-32.5,-27,-29.75,74,349,90,34,135,-3,32.4
52,2550,130,14.5,0,47,29.3,73,1189,90,33,168,-1,36.1
69,2550,130,31.5,31.5,17,24.25,72,1189,90,32,200,-1,38.7
34,2550,130,-3.5,0,-35,-18.9,73,1171,90,33,233,1,43.6
7,2550,130,-30.5,-30.5,-27,-28.75,75,340,90,35,268,2,48.8
57,2550,130,19.5,0,50,32.8,63,348,90,23,291,-12,36.9
75,2550,130,37.5,37.5,18,27.75,5,326,90,-35,0,-58,-50
61,2550,130,23.5,61,-14,8.5,13,330,90,-27,-27,8,-14.9
7,2550,130,-30.5,0,-54,-39.2,6,340,94.5,-34,-61,-7,-30
5,2550,130,-32.5,-32.5,-2,-17.25,8,376,99.225,-32,-93,2,-27.5
50,2550,130,12.5,0,45,27.5,70,401,104.18625,30,0,62,49
68,2550,130,30.5,30.5,18,24.25,67,1797,109.3955625,27,27,-3,17.4
23,2550,130,-14.5,0,-45,-28.3,60,1115,114.8653406,20,47,-7,13.2
5,2550,130,-32.5,-32.5,-18,-25.25,61,1763,120.6086077,21,68,1,19.9
54,1919,130,16.5,0,49,31.1,65,1763,126.639038,25,93,4,26.3
77,1881,130,39.5,39.5,23,31.25,65,1763,132.9709899,25,118,0,26.8
47,1944,130,9.5,0,-30,-11.2,65,420,90,25,143,0,29.3
5,1852,130,-32.5,0,-42,-34,69,420,90,29,172,4,36.6
18,1848,130,-19.5,-19.5,13,-3.25,72,475,90,32,204,3,41.1
68,2550,130,30.5,0,50,37.2,30,404,90,-10,0,-42,-27
63,1793,130,25.5,25.5,-5,10.25,5,418,94.5,-35,-35,-25,-37
9,1771,130,-28.5,0,-54,-38.4,54,416,99.225,14,0,49,32.9
16,1732,130,-21.5,-21.5,7,-7.25,73,460,104.18625,33,33,19,32.6
83,1732,130,45.5,0,67,51.7,78,464,109.3955625,38,71,5,32.4
76,1732,130,38.5,38.5,-7,15.75,80,460,114.8653406,40,111,2,36.1
47,1678,130,9.5,0,-29,-10.7,72,447,90,32,143,-8,29.5
35,1650,130,-2.5,0,-12,-7,67,420,90,27,170,-5,30.7
53,1633,130,15.5,0,18,15.2,50,439,90,10,180,-17,15.5
57,1612,130,19.5,19.5,4,11.75,12,437,90,-28,0,-38,-35.8
12,1603,130,-25.5,0,-45,-32.7,5,446,94.5,-35,-35,-7,-28
6,1581,130,-31.5,-31.5,-6,-18.75,30,448,99.225,-10,-45,25,2
58,2257,130,20.5,0,52,34.2,66,462,104.18625,26,0,36,33.6
60,1555,130,22.5,22.5,2,12.25,64,471,109.3955625,24,24,-2,15.8
5,1520,130,-32.5,0,-55,-40.5,37,473,114.8653406,-3,0,-27,-15.3
6,1511,130,-31.5,-31.5,1,-15.25,18,490,120.6086077,-22,-22,-19,-24.9
56,1511,130,18.5,0,50,32.4,46,473,126.639038,6,0,28,17.6
69,1511,130,31.5,31.5,13,22.25,62,479,132.9709899,22,22,16,23.4
18,1511,130,-19.5,0,-51,-33.3,63,498,139.6195394,23,45,1,18.8
6,1511,130,-31.5,-31.5,-12,-21.75,31,475,146.6005164,-9,0,-32,-21.4
48,1511,130,10.5,0,42,25.2,14,492,153.9305422,-26,-26,-17,-26.7
67,1511,130,29.5,29.5,19,24.25,49,473,161.6270693,9,0,35,22.9
8,2550,130,-29.5,0,-59,-41.3,68,456,165,28,28,19,29.1
5,1407,130,-32.5,-32.5,-3,-17.75,61,455,165,21,49,-7,14
39,2550,130,1.5,0,34,17.6,14,462,165,-26,0,-47,-39.1
70,1497,130,32.5,32.5,31,31.75,5,448,165,-35,-35,-9,-29
17,1442,130,-20.5,0,-53,-34.7,40,456,165,0,0,35,17.5
6,1301,130,-31.5,-31.5,-11,-21.25,71,445,165,31,31,31,37.2
35,1397,130,-2.5,0,29,13.5,55,437,165,15,46,-16,5.6
66,2550,130,28.5,0,31,26.9,9,420,165,-31,0,-46,-41.6
40,2469,130,2.5,0,-26,-12,12,416,165,-28,-28,3,-18.1
7,1380,130,-30.5,0,-33,-28.7,60,425,165,20,0,48,36
45,1376,130,7.5,0,38,22,67,412,165,27,27,7,22.4
76,1336,130,38.5,38.5,31,34.75,67,412,165,27,54,0,21.6
37,2352,130,-0.5,0,-39,-19.7,44,420,165,4,0,-23,-9.1
18,2336,130,-19.5,-19.5,-19,-19.25,16,361,165,-24,0,-28,-28.4
52,1277,130,14.5,0,34,22.8,16,374,165,-24,-24,0,-16.8
79,1250,130,41.5,41.5,27,34.25,58,374,165,18,0,42,31.8
65,2292,130,27.5,69,-14,10.9,67,382,165,27,27,9,23.4
58,2284,130,20.5,89.5,-7,13.65,24,372,165,-16,0,-43,-31.1
66,1543,130,28.5,118,8,27.2,5,348,165,-35,-35,-19,-34
70,1543,130,32.5,150.5,4,30.05,25,338,165,-15,-50,20,-4
71,326,80,33.5,184,1,32.3,69,376,165,29,0,44,39.4
77,2550,80.5,39.5,223.5,6,41.15,79,329,90,39,39,10,32.3
74,1121,81,36.5,260,-3,39.1,61,326,90,21,60,-18,9.6
22,1127,81.5,-15.5,0,-52,-32.2,20,330,90,-20,0,-41,-32.5
6,1106,82,-31.5,-31.5,-16,-23.75,5,329,90,-35,-35,-15,-32
39,1093,82.5,1.5,0,33,17.1,18,374,94.5,-22,-57,13,-12.4
78,1076,83,40.5,40.5,39,39.75,69,357,99.225,29,0,51,42.9
83,1062,83.5,45.5,86,5,29.3,77,361,104.18625,37,37,8,29.9
63,1050,84,25.5,111.5,-20,11.35,65,338,109.3955625,25,62,-12,15.2
18,1037,84.5,-19.5,0,-45,-30.3,11,365,114.8653406,-29,0,-54,-44.4
13,1032,85,-24.5,-24.5,-5,-14.75,5,347,120.6086077,-35,-35,-6,-27.5
74,1024,85.5,36.5,0,61,45.1,39,321,90,-1,0,34,16.4
76,998,86,38.5,38.5,2,20.25,66,336,94.5,26,0,27,29.1
42,998,86.5,4.5,0,-34,-15.2,45,382,99.225,5,0,-21,-7.5
16,1000,87,-21.5,0,-26,-21.6,13,326,90,-27,0,-32,-32.2
80,978,87.5,42.5,0,64,49,9,321,90,-31,-31,-4,-23.7
81,964,88,43.5,43.5,1,22.25,60,321,90,20,0,51,37.5
79,2550,88.5,41.5,85,-2,24.1,72,340,94.5,32,32,12,28.4
77,2550,89,39.5,124.5,-2,27.25,70,321,90,30,62,-2,23.2
68,2550,89.5,30.5,155,-9,23.2,46,326,90,6,0,-24,-8.4
47,2550,90,9.5,0,-21,-6.7,5,326,90,-35,0,-41,-41.5
26,2550,90.5,-11.5,0,-21,-15.1,6,324,90,-34,-34,1,-23.3
77,2550,91,39.5,0,51,41.3,63,329,90,23,0,57,42.3
78,891,91.5,40.5,40.5,1,20.75,79,347,94.5,39,39,16,35.3
77,871,92,39.5,80,-1,23.3,28,389,99.225,-12,0,-51,-32.7
74,878,92.5,36.5,116.5,-3,24.75,5,329,90,-35,-35,-23,-36
61,2550,93,23.5,140,-13,16.9,6,326,90,-34,-69,1,-26.8
45,2441,93.5,7.5,0,-16,-5,55,340,94.5,15,0,49,33.5
59,2426,94,21.5,21.5,14,17.75,75,2332,99.225,35,35,20,34.5
80,2422,94.5,42.5,64,21,33.9,55,384,104.18625,15,50,-20,4
77,2550,95,39.5,103.5,-3,24.65,11,321,90,-29,0,-44,-39.4
69,2550,95.5,31.5,135,-8,22.1,25,348,94.5,-15,-15,14,-3.5
48,2550,96,10.5,145.5,-21,8.25,72,1273,99.225,32,0,47,42.7
24,2550,96.5,-13.5,0,-24,-17.4,66,1290,104.18625,26,26,-6,15.2
29,2494,97,-8.5,0,5,-0.9,61,1236,109.3955625,21,47,-5,14.8
64,2479,97.5,26.5,0,35,28.1,59,2253,114.8653406,19,66,-2,17
66,2459,98,28.5,28.5,2,15.25,60,347,120.6086077,20,86,1,21.1
21,2443,98.5,-16.5,0,-45,-29.1,62,1529,126.639038,22,108,2,25
17,2441,99,-20.5,-20.5,-4,-12.25,64,2216,90,24,132,2,28.6
66,2420,99.5,28.5,0,49,35.9,68,1145,90,28,160,4,34.8
74,2404,100,36.5,36.5,8,22.25,71,1148,90,31,191,3,39.2
58,2396,100.5,20.5,57,-16,5.9,73,873,90,33,224,2,43.2
9,2379,101,-28.5,0,-49,-35.9,62,326,90,22,246,-11,32.3
16,2370,101.5,-21.5,-21.5,7,-7.25,6,326,90,-34,0,-56,-48.4
75,2343,102,37.5,0,59,44.5,5,321,90,-35,-35,-1,-25
76,2335,102.5,38.5,38.5,1,19.75,30,328,90,-10,-45,25,2
18,2326,103,-19.5,0,-58,-36.8,77,329,90,37,0,47,45.7
5,2330,103.5,-32.5,-32.5,-13,-22.75,75,362,94.5,35,35,-2,23.5
39,2306,104,1.5,0,34,17.6,41,357,99.225,1,0,-34,-16.4
68,2297,104.5,30.5,30.5,29,29.75,11,392,104.18625,-29,0,-30,-32.4
27,2283,105,-10.5,0,-41,-24.7,50,357,109.3955625,10,0,39,25.5
5,2289,105.5,-32.5,-32.5,-22,-27.25,77,971,114.8653406,37,37,27,39.4
36,2249,106,-1.5,0,31,14.9,75,962,120.6086077,35,72,-2,27.2
70,2241,106.5,32.5,0,34,30,69,968,126.639038,29,101,-6,24.5
37,2233,107,-0.5,0,-33,-16.7,66,338,90,26,127,-3,26.8
5,2550,107.5,-32.5,-32.5,-32,-32.25,65,365,90,25,152,-1,29.7
12,1481,108,-25.5,-58,7,-12.5,51,326,90,11,163,-14,15.9
57,2550,108.5,19.5,0,45,30.3,15,321,90,-25,0,-36,-33
65,2550,109,27.5,27.5,8,17.75,15,321,90,-25,-25,0,-17.5
16,2550,109.5,-21.5,0,-49,-33.1,80,326,90,40,0,65,56.5
6,2550,110,-31.5,-31.5,-10,-20.75,81,365,94.5,41,41,1,29.2
62,2550,110.5,24.5,0,56,37.8,82,340,99.225,42,83,1,34
63,2550,111,25.5,25.5,1,13.25,81,321,90,41,124,-1,36.5
12,2550,111.5,-25.5,0,-51,-35.7,74,321,90,34,158,-7,32.7
5,2550,112,-32.5,-32.5,-7,-19.75,55,349,90,15,173,-19,16.8
72,2550,112.5,34.5,0,67,47.3,13,326,90,-27,0,-42,-37.2
77,2550,113,39.5,39.5,5,22.25,6,336,94.5,-34,-34,-7,-27.3
31,2550,113.5,-6.5,0,-46,-25.6,57,326,90,17,0,51,35.7
10,2550,114,-27.5,-27.5,-21,-24.25,64,321,90,24,24,7,20.3
27,2550,114.5,-10.5,-38,17,0.5,67,326,90,27,51,3,22.8
67,2550,115,29.5,0,40,31.8,66,326,90,26,77,-1,22.8
62,2550,115.5,24.5,24.5,-5,9.75,65,364,94.5,25,102,-1,24.7
13,2550,116,-24.5,0,-49,-34.3,54,376,90,14,116,-11,14.5
8,2550,116.5,-29.5,-29.5,-5,-17.25,19,349,90,-21,0,-35,-30.1
73,2550,117,35.5,0,65,46.7,10,345,94.5,-30,-30,-9,-25.5
77,2550,117.5,39.5,39.5,4,21.75,52,345,99.225,12,0,42,28.2
16,2550,118,-21.5,0,-61,-39.1,71,380,104.18625,31,31,19,31.2
5,2550,118.5,-32.5,-32.5,-11,-21.75,53,338,109.3955625,13,44,-18,3.2
68,2550,119,30.5,0,63,43.7,5,340,114.8653406,-35,0,-48,-45
77,2550,119.5,39.5,39.5,9,24.25,11,349,120.6086077,-29,-29,6,-17.3
50,2550,120,12.5,52,-27,-3.3,31,347,126.639038,-9,0,20,4.6
6,2550,120.5,-31.5,0,-44,-34.6,61,374,132.9709899,21,0,30,27.6
8,2550,121,-29.5,-29.5,2,-13.75,62,340,139.6195394,22,22,1,15.9
65,2550,121.5,27.5,0,57,39.5,17,340,146.6005164,-23,0,-45,-36.3
67,1830,122,29.5,29.5,2,15.75,5,338,153.9305422,-35,-35,-12,-30.5
22,1830,122.5,-15.5,0,-45,-28.7,14,330,90,-26,-61,9,-17.2
6,1830,123,-31.5,-31.5,-16,-23.75,65,340,94.5,25,0,51,40.5
58,1830,123.5,20.5,0,52,34.2,68,328,90,28,28,3,21.1
76,2550,124,38.5,38.5,18,28.25,68,357,94.5,28,56,0,22.4
35,2550,124.5,-2.5,0,-41,-21.5,43,362,99.225,3,0,-25,-10.7
5,2550,125,-32.5,-32.5,-30,-31.25,9,420,104.18625,-31,0,-34,-35.6
46,1744,125.5,8.5,0,41,23.9,16,355,109.3955625,-24,-24,7,-13.3
79,2051,126,41.5,41.5,33,37.25,61,389,114.8653406,21,0,45,35.1
34,2550,126.5,-3.5,0,-45,-23.9,68,380,120.6086077,28,28,7,23.1
5,1702,127,-32.5,-32.5,-29,-30.75,53,403,126.639038,13,41,-15,4.4
47,2550,127.5,9.5,0,42,24.8,11,364,132.9709899,-29,0,-42,-38.4
73,2550,128,35.5,35.5,26,30.75,6,412,139.6195394,-34,-34,-5,-26.3
32,2550,128.5,-5.5,0,-41,-22.7,48,418,146.6005164,8,0,42,25.8
6,2550,129,-31.5,-31.5,-26,-28.75,67,416,153.9305422,27,27,19,28.4
31,2550,129.5,-6.5,0,25,9.9,44,349,161.6270693,4,0,-23,-9.1
72,1557,130,34.5,0,41,34.3,7,355,165,-33,0,-37,-38.3
47,2099,130,9.5,0,-25,-8.7,17,334,165,-23,-23,10,-11.1
6,2550,130,-31.5,0,-41,-33.1,59,328,90,19,0,42,32.4
25,1513,130,-12.5,-12.5,19,3.25,68,326,90,28,28,9,24.1
78,2550,130,40.5,0,53,42.7,64,340,94.5,24,52,-4,17.6
75,1468,130,37.5,37.5,-3,17.25,12,374,99.225,-28,0,-52,-42.8
74,1456,130,36.5,74,-1,21.5,6,365,104.18625,-34,-34,-6,-26.8
75,2550,130,37.5,111.5,1,26.65,64,357,109.3955625,24,0,58,43.4
74,2550,130,36.5,148,-1,28.9,72,365,114.8653406,32,32,8,26.4
73,2550,130,35.5,183.5,-1,32.05,71,387,120.6086077,31,63,-1,24.4
74,2550,130,36.5,220,1,37.1,56,397,126.639038,16,79,-15,10
74,2550,130,36.5,256.5,0,40.25,19,392,132.9709899,-21,0,-37,-31.1
74,2550,130,36.5,293,0,43.9,6,376,139.6195394,-34,-34,-13,-30.3
30,1740,130,-7.5,0,-44,-25,40,399,146.6005164,0,0,34,17
5,2550,130,-32.5,-32.5,-25,-28.75,66,418,153.9305422,26,26,26,31.2
78,2550,130,40.5,0,73,52.7,64,365,161.6270693,24,50,-2,18.4
82,2550,130,44.5,44.5,4,24.25,16,401,165,-24,0,-48,-38.4
62,2550,130,24.5,69,-20,6.7,4,366,165,-36,-36,-12,-31.2
56,2550,130,18.5,87.5,-6,13.15,51,380,165,11,0,47,30.1
74,2550,130,36.5,124,18,36,71,374,165,31,31,20,31.7
66,2550,130,28.5,152.5,-8,22.65,83,345,165,43,74,12,39.2
23,2550,130,-14.5,0,-43,-27.3,66,338,165,26,100,-17,17.1
16,2550,130,-21.5,-21.5,-7,-14.25,5,330,90,-35,0,-61,-51.5
79,2550,130,41.5,0,63,48.1,5,326,90,-35,-35,0,-24.5
81,2550,130,43.5,43.5,2,22.75,27,329,90,-13,-48,22,-1.6
81,2550,130,43.5,87,0,26.1,54,404,94.5,14,0,27,21.9
81,2550,130,43.5,130.5,0,30.45,56,372,99.225,16,16,2,12.2
78,2550,130,40.5,171,-3,31.8,28,340,104.18625,-12,0,-28,-21.2
63,2550,130,25.5,196.5,-15,22.35,13,372,109.3955625,-27,-27,-15,-26.4
79,2550,130,41.5,238,16,48.4,68,2550,114.8653406,28,0,55,44.3
80,2550,130,42.5,280.5,1,45.55,81,1595,120.6086077,41,41,13,35.2
78,2550,130,40.5,321,-2,47.3,26,1585,126.639038,-14,0,-55,-35.9
35,2550,130,-2.5,0,-43,-22.5,7,410,132.9709899,-33,-33,-19,-32.6
5,2550,130,-32.5,-32.5,-30,-31.25,54,411,139.6195394,14,0,47,31.9
18,2550,130,-19.5,-52,13,-6.5,73,411,146.6005164,33,33,19,32.6
71,2550,130,33.5,0,53,39.9,69,1450,153.9305422,29,62,-4,21.6
53,2550,130,15.5,15.5,-18,-1.25,65,1450,161.6270693,25,87,-4,21.7
5,2550,130,-32.5,0,-48,-37,69,1450,165,29,116,4,31
5,2550,130,-32.5,-32.5,0,-16.25,66,2550,90,26,142,-3,28.3
44,2550,130,6.5,0,39,22.1,65,2550,90,25,167,-1,31.2
53,2550,130,15.5,15.5,9,12.25,65,2550,90,25,192,0,34.2
18,2550,130,-19.5,0,-35,-25.3,68,2550,90,28,220,3,40.3
9,2550,130,-28.5,-28.5,-9,-18.75,62,2550,90,22,242,-6,34.4
52,2550,130,14.5,0,43,27.3,23,2550,90,-17,0,-39,-29.7
74,2550,130,36.5,36.5,22,29.25,7,418,94.5,-33,-33,-16,-31.1
43,2550,130,5.5,0,-31,-13.3,68,428,99.225,28,0,61,47.3
6,2550,130,-31.5,0,-37,-31.1,77,428,104.18625,37,37,9,30.4
30,2550,130,-7.5,0,24,9,82,2550,109.3955625,42,79,5,35.6
77,2550,130,39.5,0,47,39.3,82,1702,114.8653406,42,121,0,37.3
64,2550,130,26.5,26.5,-13,6.75,52,2550,90,12,133,-30,5.5
7,2550,130,-30.5,0,-57,-40.7,8,464,90,-32,0,-44,-41.2
6,2550,130,-31.5,-31.5,-1,-16.25,12,481,94.5,-28,-28,4,-17.6
67,2550,130,29.5,0,61,42.3,70,2550,99.225,30,0,58,47
75,2550,130,37.5,37.5,8,22.75,73,2550,104.18625,33,33,3,24.6
23,2550,130,-14.5,0,-52,-31.8,71,2550,109.3955625,31,64,-2,24
7,2550,130,-30.5,-30.5,-16,-23.25,61,2550,114.8653406,21,85,-10,16.1
65,2550,130,27.5,0,58,40,46,2550,120.6086077,6,0,-15,-3.9
74,2550,130,36.5,36.5,9,22.75,39,2550,126.639038,-1,0,-7,-4.1
21,2550,130,-16.5,0,-53,-33.1,78,483,132.9709899,38,0,39,42.3
23,2550,130,-14.5,-14.5,2,-6.25,81,474,139.6195394,41,41,3,30.2
70,2550,130,32.5,0,47,36.5,79,500,146.6005164,39,80,-2,30.4
70,2550,130,32.5,32.5,0,16.25,70,446,153.9305422,30,110,-9,24.5
6,2550,130,-31.5,0,-64,-44.6,70,443,90,30,140,0,32
4,2550,130,-33.5,-33.5,-2,-17.75,79,443,90,39,179,9,45.8
57,2550,130,19.5,0,53,34.3,80,446,90,40,219,1,46.4
63,2550,130,25.5,25.5,6,15.75,11,448,90,-29,0,-69,-51.9
9,2550,130,-28.5,0,-54,-38.4,5,446,94.5,-35,-35,-6,-27.5
6,2550,130,-31.5,-31.5,-3,-17.25,11,460,99.225,-29,-64,6,-20.8
48,2550,130,10.5,0,42,25.2,62,496,104.18625,22,0,51,38.7
70,2550,130,32.5,32.5,22,27.25,67,455,109.3955625,27,27,5,21.4
11,2550,130,-26.5,0,-59,-40.1,69,500,114.8653406,29,56,2,24
4,2550,130,-33.5,-33.5,-7,-20.25,70,464,120.6086077,30,86,1,27.1
27,2550,130,-10.5,-44,23,2.9,11,471,126.639038,-29,0,-59,-46.9
39,2550,130,1.5,0,12,6.6,5,481,132.9709899,-35,-35,-6,-27.5
44,2550,130,6.5,0,5,5.1,21,509,139.6195394,-19,-54,16,-8.8
36,2550,130,-1.5,0,-8,-4.6,82,473,146.6005164,42,0,61,55.7
24,2550,130,-13.5,-13.5,-12,-12.75,66,500,153.9305422,26,26,-16,10.2
46,326,80,8.5,0,22,14.4,28,479,161.6270693,-12,0,-38,-26.2
73,2550,80.5,35.5,35.5,27,31.25,15,479,165,-25,-25,-13,-24
28,2550,81,-9.5,0,-45,-26.3,38,488,165,-2,0,23,10.3
9,2550,81.5,-28.5,-28.5,-19,-23.75,68,483,165,28,0,30,31.8
32,1572,82,-5.5,0,23,9.3,57,471,165,17,17,-11,6.4
62,1565,82.5,24.5,0,30,24.8,21,321,90,-19,0,-36,-29.4
44,2550,83,6.5,0,-18,-6.4,7,435,94.5,-33,-33,-14,-30.1
9,2550,83.5,-28.5,0,-35,-28.9,31,439,99.225,-9,0,24,6.6
21,2550,84,-16.5,-16.5,12,-2.25,77,452,104.18625,37,0,46,45.2
74,2550,84.5,36.5,0,53,41.1,69,428,109.3955625,29,29,-8,16.3
63,2550,85,25.5,25.5,-11,7.25,24,425,114.8653406,-16,0,-45,-32.1
6,2550,85.5,-31.5,0,-57,-41.1,6,433,120.6086077,-34,-34,-18,-32.8
6,2550,86,-31.5,-31.5,0,-15.75,39,439,126.639038,-1,0,33,15.9
67,1448,86.5,29.5,0,61,42.3,69,403,132.9709899,29,0,30,32.4
78,1418,87,40.5,40.5,11,25.75,60,384,139.6195394,20,20,-9,9.5
16,1443,87.5,-21.5,0,-62,-39.6,18,456,146.6005164,-22,0,-42,-34.2
6,2550,88,-31.5,-31.5,-10,-20.75,14,397,153.9305422,-26,-26,-4,-20.2
73,1368,88.5,35.5,0,67,47.7,66,385,161.6270693,26,0,52,41.6
72,1236,89,34.5,34.5,-1,16.75,70,366,165,30,30,4,23
21,1223,89.5,-16.5,0,-51,-32.1,61,338,165,21,51,-9,13.2
6,2550,90,-31.5,-31.5,-15,-23.25,14,324,90,-26,0,-47,-39.1
62,1298,90.5,24.5,0,56,37.8,5,340,94.5,-35,-35,-9,-29
79,1179,91,41.5,41.5,17,29.25,55,429,99.225,15,0,50,34
78,1389,91.5,40.5,82,-1,23.9,68,334,104.18625,28,28,13,26.1
58,2550,92,20.5,102.5,-20,8.45,68,326,90,28,56,0,22.4
33,2550,92.5,-4.5,0,-25,-14.3,62,326,90,22,78,-6,18
64,2550,93,26.5,0,31,26.1,34,321,90,-6,0,-28,-17.6
82,2550,93.5,44.5,44.5,18,31.25,8,340,94.5,-32,-32,-26,-35.4
81,2550,94,43.5,88,-1,25.7,13,326,90,-27,-59,5,-19.6
72,2550,94.5,34.5,122.5,-9,21.55,65,326,90,25,0,52,41
23,2550,95,-14.5,0,-49,-30.3,78,328,90,38,38,13,33.1
24,2550,95.5,-13.5,-13.5,1,-6.25,22,321,90,-18,0,-56,-38.8
79,2550,96,41.5,0,55,44.1,5,326,90,-35,-35,-17,-33
78,2550,96.5,40.5,40.5,-1,19.75,5,321,90,-35,-70,0,-28
79,1628,97,41.5,82,1,25.3,54,321,90,14,0,49,32.9
80,2550,97.5,42.5,124.5,1,29.95,67,340,94.5,27,27,13,25.4
78,2550,98,40.5,165,-2,31.7,60,357,99.225,20,47,-7,13.2
70,2550,98.5,32.5,197.5,-8,28.75,35,328,90,-5,0,-25,-15.5
36,2550,99,-1.5,0,-34,-17.6,10,334,94.5,-30,-30,-25,-33.5
9,2550,99.5,-28.5,-28.5,-27,-27.75,21,349,99.225,-19,-49,11,-10.8
59,2550,100,21.5,0,50,33.6,73,329,90,33,0,52,45.8
76,2550,100.5,38.5,38.5,17,27.75,79,321,90,39,39,6,30.3
71,1671,101,33.5,72,-5,18.1,66,404,94.5,26,65,-13,15.6
19,2550,101.5,-18.5,0,-52,-33.4,12,329,90,-28,0,-54,-43.8
53,2550,102,15.5,0,34,23.2,5,329,90,-35,-35,-7,-28
76,1388,102.5,38.5,38.5,23,30.75,25,365,94.5,-15,-50,20,-4
72,2550,103,34.5,73,-4,19.1,67,357,99.225,27,0,42,37.2
64,2550,103.5,26.5,99.5,-8,16.55,69,326,90,29,29,2,21.3
64,2550,104,26.5,126,0,23.2,61,328,90,21,50,-8,13.6
62,1261,104.5,24.5,150.5,-2,23.85,31,365,94.5,-9,0,-30,-20.4
54,2550,105,16.5,167,-8,19.3,6,340,99.225,-34,-34,-25,-36.3
36,2550,105.5,-1.5,0,-18,-9.6,31,328,90,-9,0,25,7.1
47,2550,106,9.5,0,11,9.3,72,420,94.5,32,0,41,39.7
76,2550,106.5,38.5,38.5,29,33.75,72,403,99.225,32,32,0,22.4
81,2550,107,43.5,82,5,28.1,36,326,90,-4,0,-36,-20.4
75,2550,107.5,37.5,119.5,-6,23.95,10,334,94.5,-30,-30,-26,-34
63,2550,108,25.5,145,-12,18.7,30,347,99.225,-10,-40,20,0
41,2550,108.5,3.5,0,-22,-9.6,80,425,104.18625,40,0,50,49
30,2550,109,-7.5,0,-11,-8.5,82,425,109.3955625,42,42,2,30.4
65,2494,109.5,27.5,0,35,28.5,36,425,114.8653406,-4,0,-46,-25.4
69,2550,110,31.5,31.5,4,17.75,6,348,120.6086077,-34,-34,-30,-38.8
48,2550,110.5,10.5,42,-21,-2.1,15,447,126.639038,-25,-59,9,-16.4
43,2464,111,5.5,0,-5,-0.3,75,1324,132.9709899,35,0,60,51